qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	slen	stitle	qcovs	contig_length	covered_percent	reads_number	taxaid	superkingdom	phylum	class	order	family	genus	species	new_virus	sample
k141_2442	KX883441.1	96.078	204	8	0	1	204	920	1123	3.09E-89	333	4560	"KX883441.1 Hubei permutotetra-like virus 1 strain mosZJ32939 RdRp, hypothetical protein 1, and hypothetical protein 2 genes, complete cds"	98	208	100	16610	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	NO	wz25
k141_2493	KM817697.1	96.076	739	29	0	1	739	5058	4320	0	1205	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	739	100	1240	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz62
k141_7	KM817758.1	96.071	280	11	0	1	280	706	985	2.46E-126	457	2111	"KM817758.1 Wuhan Mosquito Virus 1 strain WT3-15 nucleopasid protein (N) gene, complete cds"	100	280	100	571	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz40
k141_2792	KM817697.1	96.071	280	11	0	3	282	3652	3931	6.90E-127	459	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	99	282	81.2057	4	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz37
k141_1448	KM817661.1	96.068	1475	58	0	1	1475	3529	2055	0	2405	12774	"KM817661.1 Xincheng Mosquito Virus strain XC1-6 ORF1 (ORF1), ORF2 (ORF2), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds"	100	1475	100	46	1608141	Viruses	Unassigned	Unassigned	Mononegavirales	Unassigned	Anphevirus	Xincheng anphevirus	NO	wz37
k141_1428	KM817697.1	96.066	966	38	0	1	966	428	1393	0	1574	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	966	100	2482	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz37
k141_827	ASA47348.1	96.064	1118	44	0	150	3503	1	1118	0	2211	1118	ASA47348.1 RdRp [Hubei chryso-like virus 1]	94	3574	100	1121	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	NO	wz70
k141_2582	ASA47348.1	96.064	1118	44	0	3425	72	1	1118	0	2214	1118	ASA47348.1 RdRp [Hubei chryso-like virus 1]	95	3548	100	1654	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	NO	wz39
k141_2132	KX883915.1	96.064	4192	165	0	1	4192	5180	989	0	6828	8681	"KX883915.1 Hubei picorna-like virus 61 strain mosHB235903 hypothetical protein gene, complete cds"	100	4192	100	1719	1923144	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 61	NO	wz21
k141_2130	ASA47348.1	96.064	1118	44	0	180	3533	1	1118	0	2213	1118	ASA47348.1 RdRp [Hubei chryso-like virus 1]	93	3616	100	9749	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	NO	wz105
k141_3479	APG77145.1	96.063	127	5	0	381	1	206	332	5.27E-73	240	1054	APG77145.1 hypothetical protein [Zhejiang mosquito virus 3]	99	382	100	31	1923779	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 3	NO	wz91
k141_2594	AJG39136.1	96.063	127	5	0	383	3	914	1040	1.68E-68	228	2085	"AJG39136.1 RNA-dependent RNA polymerase, partial [Shuangao Insect Virus 6]"	99	383	80.6789	12	1608080	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Shuangao Insect Virus 6	NO	wz25
k141_1895	ASA47522.1	96.063	127	5	0	3	383	778	904	5.81E-82	263	958	ASA47522.1 hypothetical protein [Hubei chryso-like virus 1]	99	383	100	13	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	NO	wz17
k141_4324	KX882765.1	96.061	330	13	0	1	330	678	1007	1.03E-150	538	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	100	330	100	825	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz78
k141_367	KM817697.1	96.058	1370	54	0	1	1370	4438	5807	0	2231	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	1370	100	7865	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz40
k141_2393	KX882765.1	96.052	1469	58	0	1	1469	1567	99	0	2392	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	100	1469	100	61672	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz76
k141_1865	KM817697.1	96.049	405	16	0	1	405	3532	3936	0	662	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	405	98.7654	1833	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz99
k141_1634	KM817758.1	96.047	683	27	0	1	683	1429	2111	0	1112	2111	"KM817758.1 Wuhan Mosquito Virus 1 strain WT3-15 nucleopasid protein (N) gene, complete cds"	100	683	100	87296	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz63
k141_158	KM817697.1	96.047	683	27	0	1	683	2632	3314	0	1120	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	683	100	9375	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz46
k141_2931	AJG39275.1	96.043	278	11	0	1	834	2166	2443	2.01E-179	555	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	79	1055	100	85520	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz106
k141_695	KM817697.1	96.04	303	12	0	1	303	731	1033	2.05E-137	494	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	303	100	161	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz40
k141_3935	KM817661.1	96.04	404	16	0	1	404	3213	2810	0	658	12774	"KM817661.1 Xincheng Mosquito Virus strain XC1-6 ORF1 (ORF1), ORF2 (ORF2), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds"	100	404	100	12	1608141	Viruses	Unassigned	Unassigned	Mononegavirales	Unassigned	Anphevirus	Xincheng anphevirus	NO	wz53
k141_3574	KX883285.1	96.04	202	8	0	1	202	8937	9138	3.86E-88	329	9495	"KX883285.1 Zhejiang mosquito virus 1 strain 3mos6204 hypothetical protein gene, complete cds"	100	202	100	16396	1923778	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 1	NO	wz28
k141_2982	APG76298.1	96.04	101	4	0	1	303	25	125	1.21E-66	214	546	"APG76298.1 hypothetical protein 2, partial [Shangao tombus-like virus 1]"	100	303	98.0198	60	1923458	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Shangao tombus-like virus 1	NO	wz53
k141_2788	AHA43393.1	96.04	101	4	0	304	2	2152	2252	3.54E-50	175	2503	AHA43393.1 pp1a polyprotein [Nam Dinh virus]	99	304	80.9211	25	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz88
k141_8624	APG76656.1	96.032	126	5	0	1	378	411	536	1.95E-65	219	3113	APG76656.1 hypothetical protein [Zhejiang mosquito virus 1] 	99	379	100	17	1923778	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 1	NO	wz75
k141_3275	YP_009182186.1	96.032	126	5	0	1	378	731	856	1.12E-76	252	2122	YP_009182186.1 putative RNA-dependent RNA polymerase [Tongilchon virus 1] 	99	380	100	7	1758878	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Tongilchon virus 1	NO	wz62
k141_3212	YP_009337439.1	96.032	126	5	0	3	380	2199	2324	6.46E-78	255	2702	YP_009337439.1 RdRp [Hubei virga-like virus 23] 	99	382	100	9	1923338	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei virga-like virus 23	NO	wz39
k141_7685	KX883919.1	96.028	428	17	0	1	428	7713	8140	0	697	9558	"KX883919.1 Zhejiang mosquito virus 1 strain mosZJ35497 hypothetical protein gene, complete cds"	100	428	100	8	1923778	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 1	NO	wz18
k141_2264	KM817697.1	96.025	478	19	0	1	478	5130	5607	0	778	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	478	100	27	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz38
k141_3063	KX883163.1	96.023	352	14	0	3	354	3324	3675	3.04E-161	573	4854	"KX883163.1 Hubei tombus-like virus 20 strain spider131362 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds"	99	354	100	19	1923267	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tombus-like virus 20	NO	wz106
k141_1594	KM817726.1	96.019	2085	83	0	12	2096	2217	133	0	3391	2217	"KM817726.1 Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds"	99	2096	98.855	415	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz38
k141_440	AGN73380.1	96.018	226	9	0	58	735	1	226	4.61E-137	400	226	"AGN73380.1 capsid protein, partial [Bat sobemovirus]"	43	1593	100	6566	1340805	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Sobemovirus	Bat sobemovirus	NO	wz72
k141_4325	AGN73380.1	96.018	226	9	0	1536	859	1	226	1.16E-136	399	226	"AGN73380.1 capsid protein, partial [Bat sobemovirus]"	43	1588	100	6626	1340805	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Sobemovirus	Bat sobemovirus	NO	wz7
k141_1607	AGN73380.1	96.018	226	9	0	26	703	1	226	1.57E-136	399	226	"AGN73380.1 capsid protein, partial [Bat sobemovirus]"	43	1561	100	3203	1340805	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Sobemovirus	Bat sobemovirus	NO	wz10
k141_2286	KX883919.1	96.016	251	10	0	1	251	3168	2918	6.19E-112	409	9558	"KX883919.1 Zhejiang mosquito virus 1 strain mosZJ35497 hypothetical protein gene, complete cds"	100	251	100	3078	1923778	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 1	NO	wz76
k141_259	ASA47309.1	96.007	601	24	0	2	1804	392	992	0	1220	1118	ASA47309.1 RdRp [Hubei chryso-like virus 1] 	99	1804	99.7783	432	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	NO	wz18
k141_253	KX882832.1	96.007	551	22	0	1	551	146	696	0	896	3159	"KX882832.1 Hubei mosquito virus 2 strain mosZJ35453 segment 1 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	551	100	850	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz74
k141_694	KX882765.1	96.006	1277	51	0	1	1277	1279	3	0	2076	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	100	1277	100	16805	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz85
k141_5396	KX882765.1	96.005	1502	60	0	94	1595	1543	42	0	2442	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	88	1703	100	56967	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz25
k141_968	KM817697.1	96.004	951	38	0	1	951	4000	3050	0	1552	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	951	100	2325	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz40
k141_442	KM817697.1	96.004	1126	44	1	1	1125	4	1129	0	1829	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	1125	100	7319	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz59
k141_939	APG79115.1	96	100	4	0	301	2	429	528	2.14E-58	198	1212	APG79115.1 RdRp [Hubei reo-like virus 7]	99	303	100	7	1923182	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei reo-like virus 7	NO	wz6
k141_3966	AJG39243.1	96	125	5	0	1	375	1118	1242	5.05E-77	253	2243	AJG39243.1 RNA-dependent RNA polymerase [Qingnian Mosquito Virus]	99	377	100	14	1608059	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Qingnian Mosquito Virus	NO	wz18
k141_108	APG79114.1	96	100	4	0	2	301	1362	1461	4.95E-60	203	1461	APG79114.1 RdRp [Hubei reo-like virus 12]	89	336	100	16	1923175	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei reo-like virus 12	NO	wz62
k141_7536	KX883297.1	95.998	1699	66	2	1	1698	3685	1988	0	2760	9539	"KX883297.1 Hubei arthropod virus 1 strain arthropodmix4509 hypothetical protein gene, complete cds"	100	1698	100	262	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	NO	wz93
k141_56	KM817697.1	95.992	524	21	0	1	524	3899	3376	0	854	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	524	100	1146	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz46
k141_1380	KM817726.1	95.991	424	17	0	1	424	1053	630	0	689	2217	"KM817726.1 Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds"	100	424	100	2265	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz99
k141_643	KM817697.1	95.989	374	15	0	1	374	2761	3134	2.46E-172	610	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	374	100	3046	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz62
k141_2645	KM817697.1	95.987	1246	50	0	7	1252	4149	2904	0	2030	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	99	1253	100	217	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz9
k141_490	KM817758.1	95.983	1419	57	0	1	1419	1821	403	0	2305	2111	"KM817758.1 Wuhan Mosquito Virus 1 strain WT3-15 nucleopasid protein (N) gene, complete cds"	100	1419	100	14152	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz29
k141_2421	AJG39243.1	95.98	597	24	0	208	1998	1	597	0	1205	2243	AJG39243.1 RNA-dependent RNA polymerase [Qingnian Mosquito Virus]	90	2000	100	605	1608059	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Qingnian Mosquito Virus	NO	wz10
k141_2247	KX882765.1	95.98	1592	64	0	8	1599	6	1597	0	2586	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	97	1635	100	771	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz39
k141_543	APG77726.1	95.977	174	7	0	1	522	44	217	2.88E-108	317	217	APG77726.1 hypothetical protein [Hubei macula-like virus 3]	68	770	100	63	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	NO	wz91
k141_3078	APG77726.1	95.977	174	7	0	1	522	44	217	1.14E-107	315	217	APG77726.1 hypothetical protein [Hubei macula-like virus 3]	67	778	100	127	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	NO	wz91
k141_1660	KM817697.1	95.977	3704	149	0	1	3704	2764	6467	0	6024	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	3704	100	23954	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz29
k141_4122	KM817697.1	95.975	323	12	1	1	322	402	80	2.80E-146	523	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	322	100	8	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz88
k141_2491	ASA47348.1	95.975	1118	45	0	3422	69	1	1118	0	2211	1118	ASA47348.1 RdRp [Hubei chryso-like virus 1]	94	3570	100	2375	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	NO	wz55
k141_678	ASA47349.1	95.973	149	6	0	3	449	426	574	3.65E-82	265	950	ASA47349.1 putative protease [Hubei chryso-like virus 1]	99	449	100	13	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	NO	wz37
k141_8445	KX883915.1	95.971	3028	122	0	1	3028	2008	5035	0	4916	8681	"KX883915.1 Hubei picorna-like virus 61 strain mosHB235903 hypothetical protein gene, complete cds"	100	3028	100	5921	1923144	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 61	NO	wz27
k141_1794	APF29060.1	95.971	273	11	0	819	1	1061	1333	0	560	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	820	100	26	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	NO	wz90
k141_2733	KM817697.1	95.969	645	26	0	1	645	5058	4414	0	1048	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	99	647	100	535	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz62
k141_708	KM817697.1	95.968	496	20	0	1	496	1412	1907	0	806	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	496	98.9919	253	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz46
k141_1163	APG77725.1	95.968	124	5	0	5	376	1	124	1.40E-78	255	1022	"APG77725.1 hypothetical protein, partial [Hubei macula-like virus 3]"	99	376	100	11	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	NO	wz84
k141_4440	ASA47348.1	95.965	1016	41	0	3100	53	103	1118	0	2058	1118	ASA47348.1 RdRp [Hubei chryso-like virus 1]	98	3101	100	1386	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	NO	wz118
k141_2304	KM817726.1	95.963	322	13	0	1	322	575	254	2.80E-146	523	2217	"KM817726.1 Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds"	100	322	96.2733	25	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz10
k141_1832	KM817697.1	95.961	1337	54	0	1	1337	5130	6466	0	2174	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	1337	100	438	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz38
k141_5150	KX883126.1	95.96	2104	85	0	2	2105	2114	11	0	3415	4931	"KX883126.1 Wenzhou tombus-like virus 11 strain mosZJ33874 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"	99	2105	100	3125	1923664	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wenzhou tombus-like virus 11	NO	wz10
k141_4967	AJG39275.1	95.96	198	8	0	2	595	2185	2382	3.64E-125	394	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	99	597	100	10258	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz105
k141_2732	KM817758.1	95.96	99	4	0	1	99	1643	1741	2.65E-37	161	2111	"KM817758.1 Wuhan Mosquito Virus 1 strain WT3-15 nucleopasid protein (N) gene, complete cds"	29	336	77.9762	10995	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz99
k141_604	KC464457.1	95.954	1038	42	0	1	1038	8294	9331	0	1685	10865	"KC464457.1 Mosquito flavivirus isolate LSFlaviV-A20-09, complete genome"	100	1038	100	82	673515	Viruses	Unassigned	Unassigned	Unassigned	Flaviviridae	Flavivirus	Quang Binh virus	NO	wz72
k141_8139	KM817697.1	95.953	1532	62	0	1	1532	2618	4149	0	2495	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	99	1535	100	172	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz93
k141_1911	KM817758.1	95.95	2000	81	0	1	2000	2013	14	0	3245	2111	"KM817758.1 Wuhan Mosquito Virus 1 strain WT3-15 nucleopasid protein (N) gene, complete cds"	100	2000	100	19275	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz99
k141_3346	KX883773.1	95.946	370	12	1	1	370	1806	2172	1.89E-168	597	9141	"KX883773.1 Hubei virga-like virus 1 strain mosHB236471 hypothetical protein genes, complete cds"	100	370	100	14	1923324	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei virga-like virus 1	NO	wz7
k141_2530	AJG39243.1	95.946	148	6	0	1	444	1709	1856	3.98E-94	303	2243	AJG39243.1 RNA-dependent RNA polymerase [Qingnian Mosquito Virus]	99	445	100	137	1608059	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Qingnian Mosquito Virus	NO	wz9
k141_2039	APG76656.1	95.946	222	9	0	3	668	1343	1564	1.35E-148	462	3113	APG76656.1 hypothetical protein [Zhejiang mosquito virus 1] 	99	669	99.8505	1112	1923778	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 1	NO	wz28
k141_603	MF176268.1	95.941	887	30	2	1	885	2183	3065	0	1434	13259	"MF176268.1 Culex mononega-like virus 2 strain mos172X59831, complete genome"	100	885	100	48	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz39
