qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	slen	stitle	qcovs	contig_length	covered_percent	reads_number	taxaid	superkingdom	phylum	class	order	family	genus	species	sample
k141_2351	JN935380.1	76.178	382	82	6	13	389	1436	1059	1.11E-46	193	14627	"JN935380.1 Adelaide River virus isolate DPP61, complete genome"	96	391	100	12	31612	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Ephemerovirus	Adelaide River ephemerovirus	km41
k141_1346	API61887.1	76.17	235	56	0	705	1	516	750	7.43E-125	396	2221	API61887.1 RNA-directed RNA polymerase [Chuvirus Mos8Chu0]	91	775	100	50	1925502	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Chuvirus Mos8Chu0	km32
k141_2401	ADR79388.1	76.166	193	46	0	1	579	158	350	2.96E-109	321	352	"ADR79388.1 polyprotein, partial [Picorna-like virus Eptesicus fuscus/P5/InLV/IT/USA/2009]"	99	580	100	28	931917	Viruses	Unassigned	Unassigned	Picornavirales	Picornaviridae	Unassigned	Picorna-like virus Eptesicus fuscus/P5/InLV/IT/USA/2009	km96
k141_6863	APG77727.1	76.163	172	41	0	1644	2159	158	329	1.98E-83	293	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	37	2160	100	320	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km102
k141_2656	APG78365.1	76.163	172	41	0	516	1	3026	3197	5.68E-92	298	3470	APG78365.1 hypothetical protein [Hubei picorna-like virus 54]	99	517	100	21	1923136	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 54	km50
k141_1827	YP_009182186.1	76.159	151	36	0	455	3	700	850	4.48E-73	243	2122	YP_009182186.1 putative RNA-dependent RNA polymerase [Tongilchon virus 1] 	99	458	100	61	1758878	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Tongilchon virus 1	km66
k141_9367	YP_224293.1	76.147	109	26	0	328	2	140	248	1.32E-49	171	602	YP_224293.1 RNA-dependent RNA polymerase [Citrus sudden death-associated virus]	98	333	100	17	312008	Viruses	Unassigned	Unassigned	Tymovirales	Tymoviridae	Marafivirus	Citrus sudden death-associated virus	km100
k141_3286	APG76406.1	76.129	155	37	0	134	598	21	175	4.29E-80	248	175	APG76406.1 hypothetical protein 1 [Hubei tombus-like virus 28]	41	1130	100	185	1923275	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tombus-like virus 28	km48
k141_2397	KM817655.1	76.129	155	29	7	4828	4978	1900	1750	1.34E-09	75	6653	"KM817655.1 Wuhan Louse Fly Virus 8 strain BFJSC-6 RNA-dependent RNA polymerase (L) gene, complete cds"	1	11694	100	7077	1608122	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Louse Fly Virus 8	km15
k141_1634	AOC55081.1	76.129	155	36	1	3	464	557	711	2.83E-57	197	2014	"AOC55081.1 L protein, partial [Berant virus]"	99	464	100	23	1888315	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Berant virus	km113
k141_10771	APG77726.1	76.129	155	36	1	30	491	1	155	2.37E-69	214	217	APG77726.1 hypothetical protein [Hubei macula-like virus 3]	94	492	100	20	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km103
k141_10085	KM204997.1	76.113	494	106	12	30	517	5035	4548	3.19E-63	248	13141	"KM204997.1 Sweetwater Branch virus nucleoprotein, phosphoprotein, matrix, hypothetical proteins, glycoprotein, hypothetical protein, and polymerase genes, complete cds"	93	527	100	13	1272958	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Tibrovirus	Sweetwater Branch tibrovirus	km24
k141_9562	APG78242.1	76.087	138	33	0	414	1	61	198	4.16E-70	223	494	APG78242.1 RdRp [Hubei partiti-like virus 56]	99	420	100	18	1923065	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 56	km100
k141_9921	ABV30676.1	76.068	117	28	0	52	402	1	117	3.53E-49	167	433	ABV30676.1 capsid protein [Aspergillus ochraceous virus]	87	403	100	9	358008	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Gammapartitivirus	Aspergillus ochraceous virus	km101
k141_1019	AMJ52368.1	76.056	142	34	0	2	427	550	691	7.00E-72	239	2122	AMJ52368.1 large protein [Riverside virus 1]	99	429	100	55	1803263	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Riverside virus 1	km66
k141_750	NP_258291.1	76.042	192	45	1	652	80	567	758	8.65E-104	321	770	NP_258291.1 RR1 [Spodoptera litura nucleopolyhedrovirus] 	88	653	100	45	46242	Viruses	Unassigned	Unassigned	Unassigned	Baculoviridae	Alphabaculovirus	Spodoptera litura nucleopolyhedrovirus	km3
k141_2922	ANQ45640.1	76.033	121	29	0	3	365	454	574	3.70E-58	199	1764	"ANQ45640.1 RNA-dependent RNA polymerase, partial [Orinoco virus]"	99	366	100	6	1871345	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Orinoco virus	km34
k141_1958	P01105.1	76.033	121	25	1	100	462	537	653	8.02E-59	200	669	P01105.1 RecName: Full=p135Gag-Myb-Ets-transforming protein; Contains: RecName: Full=Transforming protein v-Myb; Contains: RecName: Full=Transforming protein v-Ets 	65	556	100	24	11913	Viruses	Unassigned	Unassigned	Unassigned	Retroviridae	Alpharetrovirus	Avian leukosis virus	km109
k141_2377	ASA47487.1	76.027	146	35	0	238	675	1	146	1.02E-70	237	950	ASA47487.1 putative protease [Hubei chryso-like virus 1]	65	677	100	63	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	km48
k141_7983	APG77727.1	75.993	1083	224	2	1242	4418	12	1082	0	1738	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	72	4419	100	858	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km103
k141_7231	KF310911.1	75.978	179	39	4	4528	4704	1258	1082	4.72E-14	89.8	4704	"KF310911.1 Beaumont virus strain 6 RNA-dependent RNA polymerase gene, partial cds"	2	11509	100	4626	1407072	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Beaumont virus	km48
k141_4407	YP_009337117.1	75.978	179	43	0	539	3	2317	2495	2.10E-89	291	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	99	540	100	422	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	km102
k141_4222	KF310911.1	75.978	179	39	4	6807	6983	1082	1258	4.72E-14	89.8	4704	"KF310911.1 Beaumont virus strain 6 RNA-dependent RNA polymerase gene, partial cds"	2	11510	100	23968	1407072	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Beaumont virus	km50
k141_3211	KF310911.1	75.978	179	39	4	4527	4703	1258	1082	2.98E-14	89.8	4704	"KF310911.1 Beaumont virus strain 6 RNA-dependent RNA polymerase gene, partial cds"	2	7276	100	1728	1407072	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Beaumont virus	km47
k141_2869	KF310911.1	75.978	179	39	4	6806	6982	1082	1258	3.75E-14	89.8	4704	"KF310911.1 Beaumont virus strain 6 RNA-dependent RNA polymerase gene, partial cds"	2	9155	99.9563	1455	1407072	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Beaumont virus	km49
k141_1041	KF310911.1	75.978	179	39	4	4526	4702	1258	1082	3.41E-14	89.8	4704	"KF310911.1 Beaumont virus strain 6 RNA-dependent RNA polymerase gene, partial cds"	2	8309	99.8796	1672	1407072	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Beaumont virus	km51
k141_679	AKH67357.1	75.962	104	25	0	1	312	127	230	6.43E-51	165	230	"AKH67357.1 RNA-dependent RNA polymerase, partial [Drosophila A virus]"	97	322	100	24	595895	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Drosophila A virus	km111
k141_1360	YP_009337117.1	75.962	208	50	0	1	624	1535	1742	6.46E-103	331	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	100	624	100	304	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	km102
k141_8831	JX121108.1	75.949	158	25	11	4467	4619	6792	6643	6.25E-08	69.4	11122	"JX121108.1 Vesicular stomatitis New Jersey virus isolate NJ92CLB, complete genome"	1	11699	100	5841	11280	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Vesiculovirus	New Jersey vesiculovirus	km103
k141_5415	AKH67357.1	75.949	158	38	0	3	476	73	230	6.49E-87	259	230	"AKH67357.1 RNA-dependent RNA polymerase, partial [Drosophila A virus]"	98	484	100	21	595895	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Drosophila A virus	km97
k141_336	APG77726.1	75.943	212	51	0	1	636	6	217	3.17E-117	341	217	APG77726.1 hypothetical protein [Hubei macula-like virus 3]	70	911	100	37	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km49
k141_2161	KU248086.1	75.93	457	96	14	22	471	9021	8572	1.72E-55	222	11616	"KU248086.1 Riverside virus 1 strain RISV-Danube 1, partial genome"	96	471	100	21	1803263	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Riverside virus 1	km100
k141_3204	APG77726.1	75.926	216	52	0	900	253	1	216	1.47E-107	323	217	APG77726.1 hypothetical protein [Hubei macula-like virus 3]	46	1410	100	8759	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km35
k141_5524	HM566195.1	75.893	112	21	6	78	186	6307	6415	0.000386	52.8	11103	"HM566195.1 Perinet virus, complete genome"	15	744	100	34	1972569	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Vesiculovirus	Perinet vesiculovirus	km11
k141_429	APF29060.1	75.887	141	34	0	424	2	6	146	1.16E-40	149	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	424	100	22	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km57
k141_11610	YP_009337062.1	75.881	369	89	0	1108	2	988	1356	3.06E-176	549	2741	YP_009337062.1 hypothetical protein [Hubei picorna-like virus 61] 	99	1108	100	68	1923144	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 61	km13
k141_11564	KJ679438.1	75.862	232	52	4	776	1005	2052	2281	8.79E-23	115	9910	"KJ679438.1 Heliconius erato iflavirus, complete genome"	17	1324	99.3202	167	1487185	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Iflavirus	Heliconius erato iflavirus	km109
k141_1027	YP_009337650.1	75.839	298	71	1	5	898	1	297	1.46E-164	489	1027	YP_009337650.1 RdRp [Sanxia permutotetra-like virus 1] 	99	898	100	8450	1923365	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Sanxia permutotetra-like virus 1	km104
k141_6525	HM474855.1	75.833	120	21	7	3184	3299	11173	11058	0.001	54.7	15867	"HM474855.1 Kotonkan virus isolate IbAr23380 from Nigeria, complete genome"	1	8718	100	1545	318836	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Ephemerovirus	Kotonkan ephemerovirus	km104
k141_4388	HM474855.1	75.833	120	21	7	1201	1316	11058	11173	0.00065	54.7	15867	"HM474855.1 Kotonkan virus isolate IbAr23380 from Nigeria, complete genome"	3	4363	100	13341	318836	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Ephemerovirus	Kotonkan ephemerovirus	km101
k141_1991	ASE99737.1	75.833	120	29	0	360	1	7	126	6.72E-63	192	128	ASE99737.1 hypothetical protein [uncultured virus]	98	367	100	27	340016	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	uncultured virus	km116
k141_3720	YP_009337117.1	75.824	182	44	0	1	546	226	407	7.52E-84	275	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	99	548	100	184	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	km103
k141_1499	YP_009330058.1	75.817	153	37	0	2	460	1918	2070	1.61E-78	258	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	462	100	422	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km43
k141_1561	APQ44496.1	75.806	186	45	0	560	3	1716	1901	1.05E-93	303	2912	APQ44496.1 polyprotein [Basavirus sp.]	99	561	99.8217	205	1930507	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Basavirus sp.	km66
k141_2742	APG77727.1	75.781	128	31	0	458	841	158	285	1.46E-61	216	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	78	842	100	209	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km96
k141_3662	KX883948.1	75.735	544	120	11	10	547	8648	9185	1.41E-67	263	9820	"KX883948.1 Hubei odonate virus 5 strain QTM27277 hypothetical protein gene, complete cds"	84	643	100	47	1923000	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei odonate virus 5	km101
k141_2835	AKH67357.1	75.728	103	25	0	1	309	123	225	3.18E-50	164	230	"AKH67357.1 RNA-dependent RNA polymerase, partial [Drosophila A virus]"	82	379	100	56	595895	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Drosophila A virus	km110
k141_10021	APG79082.1	75.728	103	24	1	311	3	1	102	8.49E-48	164	447	APG79082.1 hypothetical protein 5 [Hubei tetragnatha maxillosa virus 9] 	75	413	100	14	1923251	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tetragnatha maxillosa virus 9	km100
k141_4519	YP_009330058.1	75.701	107	26	0	2	322	882	988	1.17E-50	176	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	322	100	547	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km104
k141_3620	YP_003970036.1	75.701	107	26	0	2	322	368	474	8.51E-42	150	648	YP_003970036.1 putative DnaK/Hsp70 [Cafeteria roenbergensis virus BV-PW1] 	99	323	100	31	693272	Viruses	Unassigned	Unassigned	Unassigned	Mimiviridae	Cafeteriavirus	Cafeteria roenbergensis virus	km1
k141_3299	AGY80343.1	75.701	107	26	0	322	2	764	870	8.91E-53	182	2120	AGY80343.1 RNA dependent RNA polymerase [North Creek virus]	95	338	100	13	1406950	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	North Creek virus	km121
k141_9286	KX883455.1	75.693	1839	409	35	1	1820	829	2648	0	885	4697	"KX883455.1 Hubei permutotetra-like virus 2 strain WHYY23891 RdRp and hypothetical protein genes, complete cds"	82	2389	100	285	1923076	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 2	km14
k141_3789	YP_009337117.1	75.691	181	44	0	3	545	2167	2347	8.68E-85	278	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	99	545	100	48	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	km123
k141_3440	ATG83562.1	75.676	148	36	0	3	446	605	752	2.46E-74	246	2160	ATG83562.1 polymerase-associated protein [Ohlsdorf virus]	99	446	100	47	2040592	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Ohlsdorf virus	km1
k141_11765	AJT39595.1	75.676	148	36	0	2	445	1441	1588	1.09E-72	241	2371	AJT39595.1 RNA-dependent RNA polymerase [Bunyaviridae environmental sample]	99	445	100	20	1628184	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Bunyaviridae environmental sample	km12
k141_10238	YP_009337117.1	75.676	148	36	0	7	450	322	469	4.35E-62	211	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	96	462	100	17	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	km103
k141_4979	YP_009330058.1	75.652	115	28	0	382	38	1967	2081	4.24E-56	193	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	90	382	100	272	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km104
k141_2163	AKH40319.1	75.632	435	94	3	1403	123	1	431	0	635	431	"AKH40319.1 ORF1, partial [Galbut virus]"	86	1485	100	4128	1654579	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Galbut virus	km64
k141_2233	AKH66853.1	75.625	160	39	0	481	2	189	348	3.57E-83	267	898	"AKH66853.1 putative polyprotein, partial [Thika virus]"	99	481	100	55	1654356	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Thika virus	km110
k141_1446	YP_009330058.1	75.61	123	30	0	2	370	838	960	2.22E-58	199	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	372	100	15	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km115
k141_954	APG77726.1	75.576	217	53	0	413	1063	1	217	4.27E-119	349	217	APG77726.1 hypothetical protein [Hubei macula-like virus 3]	57	1145	100	41	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km64
k141_4632	YP_009345906.1	75.568	176	43	0	30	557	1077	1252	2.04E-79	263	3179	YP_009345906.1 polyprotein [Bat iflavirus] 	95	558	100	20	1958778	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Iflavirus	Bat iflavirus	km104
k141_5406	APG76941.1	75.566	663	159	2	2898	919	383	1045	0	1011	1045	APG76941.1 RdRp [Hubei permutotetra-like virus 1]	68	2903	100	540	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	km103
k141_5546	AJG39095.1	75.564	753	184	0	140	2398	1	753	0	1187	766	AJG39095.1 PB1 [Wuhan Mosquito Virus 7]	91	2479	100	1069	1608132	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 7	km35
k141_2546	APG77725.1	75.54	139	34	0	2	418	422	560	2.03E-67	225	1022	"APG77725.1 hypothetical protein, partial [Hubei macula-like virus 3]"	99	418	98.3254	286	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km4
k141_7672	KF500001.1	75.524	143	30	4	22	162	1550	1411	2.54E-08	65.8	9554	"KF500001.1 Formica exsecta virus 1 isolate Fex1, complete genome"	36	396	100	20	1432856	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Unassigned	Formica exsecta virus 1	km100
k141_1092	APG77953.1	75.506	1037	253	1	3110	3	1149	2185	0	1574	2833	APG77953.1 hypothetical protein [Hubei mosquito virus 1]	99	3112	100	237	1922925	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 1	km14
k141_3195	APF29060.1	75.492	457	111	1	1369	2	494	950	0	737	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	1370	100	321	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km123
k141_9701	APG78249.1	75.49	102	25	0	2	307	85	186	2.37E-52	175	472	APG78249.1 RdRp [Hubei partiti-like virus 36]	99	309	100	3051	1923043	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 36	km103
k141_7058	YP_009337117.1	75.49	102	25	0	308	3	1455	1556	3.81E-48	169	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	99	308	100	113	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	km102
k141_3914	AOY34459.1	75.49	102	25	0	2	307	1090	1191	1.02E-50	176	2190	"AOY34459.1 polyprotein, partial [King virus]"	97	316	100	19	1911104	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Unassigned	King virus	km65
k141_2763	YP_009330058.1	75.49	102	25	0	310	5	936	1037	9.38E-47	165	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	97	315	100	92	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km102
k141_8196	ADX06244.1	75.472	106	23	2	318	1	179	281	5.50E-34	128	617	ADX06244.1 putative heat shock protein 70 [Organic Lake phycodnavirus 2]	100	318	100	15	938082	Viruses	Unassigned	Unassigned	Unassigned	Phycodnaviridae	Unassigned	Organic Lake phycodnavirus 2	km94
k141_553	APG77861.1	75.472	106	26	0	318	1	583	688	9.67E-53	181	786	APG77861.1 polymerase PB2 [Wuhan Mosquito Virus 4] 	100	318	100	8	1608129	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 4	km12
k141_3918	AOC55081.1	75.472	106	26	0	318	1	717	822	3.62E-48	169	2014	"AOC55081.1 L protein, partial [Berant virus]"	99	319	100	7	1888315	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Berant virus	km113
k141_590	AAR19088.1	75.439	114	28	0	1	342	542	655	3.19E-39	144	765	"AAR19088.1 structural polyprotein, partial [Kashmir bee virus]"	99	344	100	9	68876	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Aparavirus	Kashmir bee virus	km34
k141_2230	YP_009330058.1	75.439	114	28	0	1	342	1886	1999	2.61E-56	193	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	343	100	15	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km114
k141_13877	ADE80903.1	75.429	175	43	0	709	185	586	760	1.88E-91	290	772	ADE80903.1 RR1 [Spodoptera litura nucleopolyhedrovirus]	74	710	100	91	46242	Viruses	Unassigned	Unassigned	Unassigned	Baculoviridae	Alphabaculovirus	Spodoptera litura nucleopolyhedrovirus	km109
k141_6258	HM474855.1	75.424	118	25	4	321	436	11173	11058	8.54E-05	54.7	15867	"HM474855.1 Kotonkan virus isolate IbAr23380 from Nigeria, complete genome"	19	598	100	22	318836	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Ephemerovirus	Kotonkan ephemerovirus	km15
